musicId,fileName,title,artist,album,genre,genre_grouped,audio_arousal,audio_valence,audio_emotion_quadrant_label,lyrics_emotion_quadrant_label,match_status,emotion_pair,YT id,duration,matched video title,dominant_tempo_variance,tempo_transition_complexity,active_bpm_variance,pitch_high,pitch_low,pitch_range,rms_variance,repeat_area_size,repetition_ratio,repeat_area_size_without_offset,repetition_ratio_without_offset,key,scale,strength,mfcc_0_mean,mfcc_0_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,centroid_mean,centroid_std
34,Andy Williams - It's the Most Wonderful Time of the Year,It's the Most Wonderful Time of the Year,Andy Williams,Five Songs Of Christmas - Classic,Traditional Pop,Pop,0.6875,0.8375,Q1,Q1,match,PP,AN_R4pR1hck,154.0,Andy Williams - It's the Most Wonderful Time of the Year (Official Audio),0.2540828355677633,0.1556261343012704,426.2826738237211,369.9944227116344,65.40639132514966,304.5880313864848,0.0018781138351187,20425922,0.4732787853468844,20866788,0.4772983290568872,A,minor,0.8148396611213684,-85.572624,93.07918,91.72493,25.836731,-16.475912,16.556038,19.328182,11.688995,-1.8304278,15.838475,1.2296312,10.173885,-4.3353796,9.329801,6.6231637,8.130807,-11.136387,8.782037,0.82150024,7.3136888,-2.0068724,8.636677,0.20682159,7.226281,-4.4156,7.043021,2318.3657178947196,681.9880267817452
35,Anna Kendrick - True Colors,True Colors,Anna Kendrick,True Colors,Pop,Pop,0.3375,0.625,Q3,Q4,mismatch,NP,la0-5QFLr14,243,"Justin Timberlake, Anna Kendrick - True Colors (Lyric)",1.2496162859823816,0.2385496183206107,1248.0279432652526,122.75968568932456,65.40639132514966,57.3532943641749,0.0041660782881081,19283604,0.1770089510318969,19890388,0.1811009338033914,E,major,0.9103184342384338,-136.04521,81.74007,118.65028,31.844734,20.020113,20.287895,39.282806,16.200033,15.98716,13.500236,9.67793,11.5715065,5.087828,11.008924,1.4717691,10.299388,0.51937217,9.325261,3.7644472,9.835496,-4.568193,8.208548,1.5383443,9.013464,-3.6012719,8.186751,1448.9804990024568,770.662428476753
37,Anne-Marie - Alarm,Alarm,Anne-Marie,Alarm,Pop,Pop,0.8,0.75,Q1,Q2,mismatch,PN,PU6aSEOlhv0,205.0,Anne-Marie - Alarm (Official Audio),4.313876745884288,0.1736472719040072,426.39738893440136,640.4874004505623,65.40639132514966,575.0810091254126,0.0135962152853608,25537078,0.3304039597532798,26041604,0.333697490539285,C,major,0.8673761487007141,-72.61401,110.23872,78.643524,34.559284,-7.1589503,23.722538,5.212501,22.083223,4.565535,15.359311,-5.206077,17.861073,3.5530856,11.727397,-0.7335243,14.158038,-2.7222624,11.341505,2.6996922,10.8542595,-7.4881363,11.573048,4.1247034,9.2516575,-1.9512125,10.839652,2653.6734393335128,1009.2604533605036
38,Anne-Marie - Ciao Adios,Ciao Adios,Anne-Marie,Ciao Adios,Pop,Pop,0.8875,0.8375,Q1,Q2,mismatch,PN,PP8icQneZgY,202.0,Anne-Marie - Ciao Adios (Lyrics / Lyric Video),6.801491788969189,0.1050574712643678,175.36485511956664,659.2551138257398,65.40639132514966,593.8487225005902,0.0127149736508727,49248188,0.657060344480929,49851280,0.6586243889549478,G,major,0.89579176902771,-42.67775,104.94641,87.49622,32.023655,-4.2982965,21.692617,9.51479,17.437157,6.9062724,12.859053,-0.07366893,15.573683,-2.7175705,12.812617,-4.554472,14.878741,-6.4820147,11.157989,1.5900908,13.680042,-8.755093,11.282858,2.8167427,9.114609,-3.5348158,10.207765,2463.21512123188,922.2290886119793
40,Ariana Grande - Beauty and the Beast,Beauty and the Beast,Ariana Grande,"Beauty and the Beast (From ""Beauty and the Beast"")",Pop,Pop,0.375,0.6625,Q4,Q1,match,PP,vScUbKoE-qs,230.0,Beauty and the Beast (From Beauty and the Beast - Official Audio),5.135476469703772,0.2540950455005055,829.9824696637737,165.76853496220332,65.40639132514966,100.36214363705366,0.0014736739685758,33362780,0.3440410415836712,34022892,0.3478392959562262,C#,major,0.8643611669540405,-176.26123,102.78645,92.49573,32.11069,3.74717,21.581043,21.353395,17.267263,9.195594,16.173399,3.0728397,14.672837,2.5189574,11.40361,4.245687,10.757754,-1.6044062,9.351371,4.096846,11.594093,-6.0123916,10.865014,1.6688219,9.081519,-2.9569492,9.297828,2294.689802841045,893.6190028001974
42,Ariana Grande - Dangerous Woman,Dangerous Woman,Ariana Grande,KISS Kesähitti,Pop,Pop,0.7625,0.6,Q2,Q1,mismatch,NP,TFrMDGfW_Sg,236.0,Ariana Grande - Dangerous Woman (Official Audio),2.909772225984799,0.1305675995270004,1015.5589895774308,718.922799426084,65.40639132514966,653.5164081009343,0.0112841380760073,34237714,0.3352657182700583,34908600,0.3389780014166372,C,major,0.898772120475769,-76.7489,110.75007,79.49908,28.161642,-14.877736,25.304401,10.0492735,18.236458,-4.5320473,14.861575,4.3862267,14.58553,3.2113721,10.920814,-1.0343087,14.105998,7.036873,10.320227,8.18679,10.738195,-5.8213673,11.845437,4.0996723,9.099107,-2.1058095,9.035561,2474.068200649281,810.5089014057496
43,Ariana Grande - One Last Time,One Last Time,Ariana Grande,My Everything (Deluxe),Pop,Pop,0.8625,0.7875,Q1,Q3,mismatch,PN,MKnnsw1DjzI,195.0,Ariana Grande - One Last Time (8D AUDIO),6.489819252268662,0.1494225503036075,994.4250399694791,105.0325764301458,65.40639132514966,39.62618510499615,0.0032932695467025,53463612,0.7656132887052661,54113251,0.767093784133782,Ab,major,0.8539463877677917,-176.23451,92.99801,115.69146,30.66486,14.835367,24.317343,19.603964,19.888252,9.8756895,17.217825,10.989718,18.590776,15.534594,15.047202,-0.13006862,14.785918,10.117021,11.613555,4.429607,10.963401,-1.2185704,12.587879,-0.86479574,9.777947,3.3007247,10.805368,1695.8000410071704,731.5820020501237
46,Ayo & Teo - Rolex,Rolex,Ayo & Teo,Rolex,Hip-Hop,Hip-Hop,0.8375,0.575,Q2,Q1,mismatch,NP,4x2v0M85O0A,239.0,Ayo and Teo-Rolex [official audio],2.0502522259029483,0.0593212097636876,44.69063263224603,640.4874004505623,65.40639132514966,575.0810091254126,0.0191186610609293,75284006,0.7178941227358168,76034241,0.7190673066295603,C#,minor,0.8083074688911438,-62.888264,98.13807,89.889755,37.955402,-9.851767,36.737774,11.320949,22.700352,2.7553837,20.006702,3.6413794,18.678501,3.9068258,17.44438,3.9630563,16.971262,-5.06369,14.50627,11.7879715,14.960678,-2.003635,13.339312,10.207633,12.960811,-2.259166,11.292875,2179.1361329158435,963.3214019425142
48,Band Aid 20 - Do They Know It's Christmas?,Do They Know It's Christmas?,Band Aid 20,Do They Know Its Christmas?,Pop,Pop,0.725,0.8375,Q1,Q3,mismatch,PN,GZU87paOlpE,306.0,Do They Know It's Christmas? (2004 Version),4.352596786510726,0.1645261798008967,1183.5779896083077,219.99999999999997,65.40639132514966,154.59360867485032,0.0059268064796924,88618312,0.5150952521216667,89608177,0.5174898883993403,C,major,0.959327220916748,-58.058353,98.26719,92.15736,39.70513,-9.4682665,18.729836,17.51451,16.687328,3.2208467,14.324887,7.0748954,9.721362,-0.7932827,9.643448,0.47378296,8.834421,-1.269739,8.2777,5.33382,9.1103115,-0.16055271,7.563022,1.6596367,7.860408,-3.3757496,7.277244,2396.9249211578913,937.5982621891817
49,Bastille - Good Grief,Good Grief,Bastille,Good Grief,Indie Pop,Pop,0.7875,0.7125,Q1,Q3,mismatch,PN,LDY4Bf8Zwn8,206.0,Good Grief,4.690291741527801,0.1392106150905206,632.494483631243,150.26442824298348,65.40639132514966,84.85803691783383,0.0124354120343923,38400962,0.4902374592037543,38998907,0.4931236718400625,Ab,major,0.9000340700149536,-45.709618,96.36201,82.779465,31.679874,-2.0878496,22.517399,22.870039,18.156887,9.634925,17.481455,4.2042913,13.434252,1.6216958,12.425896,7.946635,10.598785,-5.1424613,10.606713,7.383386,8.535566,-0.8804773,8.69242,2.4169238,7.933174,1.3595866,9.443167,2520.506018970944,917.7160496337408
54,Ben Rector - Brand New,Brand New,Ben Rector,Brand New,Pop,Pop,0.875,0.775,Q1,Q1,match,PP,dx8ydn09zms,241.0,Brand New Lyrics - Ben Rector,2.4608623333430906,0.1969696969696969,456.1159163265656,135.4258854679408,65.40639132514966,70.01949414279113,0.0084122205153107,91487146,0.8590981226021691,92335540,0.8599668640643934,A,major,0.9372283816337584,-28.121996,74.30739,97.609886,30.13668,-8.781375,16.879541,21.82365,13.929701,2.2648945,14.440747,17.344172,11.431809,-1.5435826,11.444402,10.419852,9.431983,-2.8074555,10.34511,5.7554116,9.206112,1.7107102,8.403633,7.45156,8.584623,3.0252643,8.616246,2189.589964297699,736.1350038005284
55,Big Sean - No Favors,No Favors,Big Sean,I Decided.,Hip-Hop,Hip-Hop,0.625,0.4,Q3,Q2,match,NN,kKNq1XNNxkU,327.0,Big Sean - no favors (feat. Eminem) official audio,2.140729729939956,0.1867803837953091,495.7605320135034,267.74077300753,65.40639132514966,202.33438168238033,0.0115107782185077,140256850,0.7127931652607972,141291800,0.7137214728469542,Eb,minor,0.4676220417022705,-101.61837,100.37819,115.32109,46.96015,2.6414478,36.141655,8.774796,27.215502,8.784097,20.100595,4.5695953,17.791996,5.823679,16.019156,16.137817,17.798296,-7.826505,15.150587,1.9532188,14.062995,-2.5917802,15.084241,5.942866,13.295272,10.619998,12.710076,1883.590819219116,1050.0239336280254
56,Big Sean - Blessings,Blessings,Big Sean,Dark Sky Paradise (Deluxe),Hip-Hop,Hip-Hop,0.4125,0.275,Q3,Q1,mismatch,NP,yEAARAHluhI,255.0,Big Sean - Blessings (Ft. Drake) [Audio],1.6913431637770724,0.1573391573391573,566.3547799323575,298.79793764201077,65.40639132514966,233.3915463168611,0.0222073886543512,89169752,0.7441611561283824,90018487,0.745444581735418,B,major,0.5644334554672241,-123.06576,114.0319,90.57544,46.807022,6.593075,34.24707,29.672607,24.269459,7.0939293,20.67106,7.8526845,17.773102,-1.8231689,18.42931,5.0106916,14.691711,-3.8066344,14.367606,6.258571,13.919785,3.0218368,13.157113,8.467288,11.297084,6.2672873,11.171662,2017.7433280497135,1169.4774251877614
57,Big Sean - Bounce Back,Bounce Back,Big Sean,I Decided.,Hip-Hop,Hip-Hop,0.525,0.3625,Q3,Q1,mismatch,NP,bWUviRic41c,225.0,BOUNCE BACK - Big Sean (audio),3.849906669844699,0.1893509441750077,615.8183027141181,110.0,65.40639132514966,44.59360867485033,0.0073013268411159,42151200,0.4527832389508566,42811761,0.45585414187465,C#,minor,0.7559575438499451,-155.61107,110.26898,97.22079,49.63776,11.784122,34.563587,25.32983,27.089418,8.284256,20.74631,10.525519,20.118086,-0.98364574,15.291211,0.97104806,14.341717,-5.933845,12.623098,7.6005015,13.294191,-4.971612,12.365614,4.1183295,11.364202,3.8228495,10.116914,2010.3021744152836,1097.1017330115226
59,Big Sean - Jump Out the Window,Jump Out the Window,Big Sean,I Decided.,Hip-Hop,Hip-Hop,0.6,0.6,Q3,Q2,match,NN,Ewqtu5YiEgI,215.0,Big Sean - Jump Out The Window (Audio),4.256219166121154,0.1559296428186036,402.8937532483123,176.64303400994282,65.40639132514966,111.23664268479315,0.016822125762701,44019900,0.5173249000486536,44669123,0.520150595345412,Eb,minor,0.8159109950065613,-78.375824,79.290985,109.69939,38.89141,-5.2747645,27.531965,20.582813,22.900177,8.92879,18.02499,6.663276,18.703234,-2.054537,13.579748,4.4066634,14.634625,-3.5658536,11.898282,6.65567,11.949553,-2.917107,13.645923,3.274863,10.36002,4.961339,9.649457,1895.035993663126,787.4738171306526
66,Billy Currington - It Don't Hurt Like It Used To,It Don't Hurt Like It Used To,Billy Currington,Summer Forever,Country,Country,0.8625,0.7625,Q1,Q3,mismatch,PN,Ib__egjHZcI,186.0,Billy Currington - It don't hurt like it used to,3.536737361956073,0.1643989514417675,1026.9687131448782,144.30989148811935,65.40639132514966,78.90350016296969,0.0010772373061627,42102966,0.6630702443353537,42716317,0.6656107651006206,Eb,major,0.9923649430274964,-129.07996,112.87896,89.99383,26.005299,-4.7620044,17.759909,26.688385,13.14072,2.4175742,11.558781,6.9862933,12.011636,-1.469743,9.561723,6.556535,7.490741,-1.9668775,7.854012,8.795851,8.806552,0.07551293,7.6622,3.1791842,7.7647915,-0.8026766,7.1236596,2311.303451078912,730.9737820168134
67,Bishop Briggs - River,River,Bishop Briggs,River,Alternative Rock,Rock,0.8,0.5875,Q2,Q2,match,NN,ZZjfR3phLUg,214.0,Bishop Briggs - River (Audio),4.244781588505109,0.1345549170551881,500.97721970312386,140.20166900511882,65.40639132514966,74.79527767996916,0.0163715425878763,30004916,0.3560079913072346,30558003,0.3592365789654013,F,major,0.7902081608772278,-79.43154,96.807755,87.79284,37.29137,-8.321282,28.633987,17.973322,17.323849,3.657003,13.164522,9.259804,12.132987,2.4872413,10.654756,2.904081,10.309281,0.82918936,9.711316,7.853759,10.65842,-2.318666,8.641442,2.3676693,8.786954,-5.950349,11.0638275,2263.538507566793,843.161577366804
69,Blake Shelton - A Guy With a Girl,A Guy With a Girl,Blake Shelton,If I'm Honest,Country,Country,0.7125,0.775,Q1,Q1,match,PP,dnDYhIQ-YOI,193.0,Blake Shelton - A Guy With A Girl (Audio),4.223637686593713,0.0911930794184789,166.7039403569065,145.9866916572425,65.40639132514966,80.58030033209283,0.0108115058392286,50672666,0.7390275568249768,51292015,0.7404401691186101,C,major,0.9323726296424866,-38.404877,111.24319,89.72898,26.767565,-5.741554,16.389668,25.786352,12.399868,5.0494905,10.187097,10.304044,9.16421,-0.2804105,8.494869,6.8402205,7.8097515,-0.8486572,8.417713,6.12669,7.8324213,-1.1421616,7.476235,1.5447646,7.0045924,-0.075924516,7.0492635,2239.166047737831,660.5364122097453
71,Blake Shelton - Every Time I Hear That Song,Every Time I Hear That Song,Blake Shelton,If I'm Honest,Country,Country,0.7625,0.5875,Q2,Q3,match,NN,EHKXIcrRROQ,218.0,Blake Shelton - Every Time I Hear That Song (Official Audio),5.794517833493769,0.1487708843247845,853.4232446603627,125.62905732418486,65.40639132514966,60.2226659990352,0.0107080666348338,45142518,0.5158751670015554,45849761,0.5192286195233538,D,major,0.9385957717895508,-56.90112,125.422775,102.56132,39.75595,6.9026184,27.46261,29.226837,16.719952,5.6520643,11.278956,6.677949,10.275024,-0.4104872,8.424335,7.0546217,9.094221,-3.0421886,9.234801,2.6410165,8.02554,-2.015132,6.883123,2.50667,7.827248,2.3256505,8.887792,2031.8469944186604,892.786945258028
72,Blake Shelton - Go Ahead and Break My Heart,Go Ahead and Break My Heart,Blake Shelton,If I'm Honest,Country,Country,0.75,0.6875,Q1,Q2,mismatch,PN,97GZLvpHmIk,267.0,Blake Shelton - Go Ahead And Break My Heart (ft. Gwen Stefani) (Official Audio),1.2401099077534103,0.1355387687765911,727.0268545264212,133.09934981412218,65.40639132514966,67.69295848897252,0.011745236814022,80623752,0.6123439979675561,81530503,0.614669109556075,G,major,0.973138153553009,-51.086567,119.30715,101.81906,29.99458,-2.4169166,19.578485,28.475233,13.323251,4.7105126,10.569415,5.304752,10.451726,1.9070683,8.976015,6.5763707,8.947174,-0.98415965,8.609557,2.5326195,7.387647,-3.833674,7.599412,3.7072208,7.7840266,-1.75812,6.9111047,2012.319789584032,653.3943118194322
73,Blake Shelton - She's Got a Way With Words,She's Got a Way With Words,Blake Shelton,If I'm Honest,Country,Country,0.5375,0.6875,Q4,Q2,mismatch,PN,f-JDF5OvUMU,194,Blake Shelton - She's Got A Way With Words (Official Audio),5.561251403935911,0.1473974574238426,578.1967314662627,151.1349012203898,65.40639132514966,85.72850989524014,0.008949801325798,32417740,0.4710831832214106,33019130,0.4749433864649133,Eb,major,0.9420328736305236,-56.920834,108.70241,103.5972,33.833225,1.2843097,18.375977,30.509134,13.789189,3.2812037,12.555817,7.8655105,10.341065,0.8304039,8.729209,7.0487385,7.3991184,-1.7506132,8.503971,4.052754,8.214051,-0.0873292,8.259174,2.3100667,6.938958,-2.0084329,7.023193,1963.230164493413,760.8610502721914
74,Blink 182 - Bored To Death,Bored To Death,Blink 182,California,Pop Punk,Pop,0.8875,0.775,Q1,Q3,mismatch,PN,8yGipyel-3I,238,Bored To Death - blink-182 [LYRIC VIDEO],2.4248608587362006,0.1481734713811291,989.571319121799,119.264955733156,65.40639132514966,53.85856440800636,0.0075591946952044,84173578,0.8097644962078234,85004544,0.8109832633069229,C,major,0.9646801352500916,-10.162643,101.26297,83.209206,30.021194,-8.599739,20.53767,21.756205,13.079877,-1.9212317,10.392457,11.354918,8.341557,-0.63694686,8.579885,9.278965,7.5366836,0.49180236,7.6340365,3.3616433,8.004772,1.1777678,6.4165387,6.59457,6.7464685,0.4215398,6.3396616,2535.139957970139,749.6617355764599
75,Blink-182 - Rabbit Hole,Rabbit Hole,Blink-182,Rabbit Hole,Pop Punk,Pop,0.9625,0.7375,Q1,Q2,mismatch,PN,HI-XanOvIGo,156.0,Rabbit Hole - Blink-182 (Audio Official),2.171470650185433,0.1323901712583767,684.8559431241888,147.682975305829,65.40639132514966,82.27658398067933,0.0048647671937942,34465720,0.7741233957237028,35012535,0.7764822312988835,G,major,0.9412489533424376,-11.337191,123.86616,74.71478,21.651735,-7.579489,19.819748,21.656988,11.457219,2.7912948,12.792863,13.410394,8.26895,-1.0079284,8.85989,9.4105625,6.9005384,4.0946593,5.8406787,3.8724403,6.257626,1.3466638,6.34557,6.570117,6.852453,-0.3055271,6.417514,2603.2543935622484,760.5066258457775
78,韩国群星 - Jingle Bell Rock,Jingle Bell Rock,韩国群星,해피 에로 크리스마스,Christmas Pop,Other,0.5,0.659090909091,Q4,Q1,match,PP,I3RXQB4wTDA,121.0,Jingle Bell Rock,2.270844255179661,0.0972275702733923,88.83968250590969,147.682975305829,65.40639132514966,82.27658398067933,0.0047436077147722,18192926,0.6855437073667177,18571666,0.6884096886769471,A,minor,0.835205614566803,-53.944294,108.28339,80.9753,25.390112,-5.904074,23.705132,34.355618,14.391609,9.658771,13.510188,7.135417,8.334563,-4.5024166,7.015546,1.2561634,6.8052998,-1.436194,7.3153777,1.9507172,6.439521,-3.21976,5.9605584,2.805331,6.170999,-1.0310754,5.1001906,2371.2762535083307,599.3075291055313
79,Bon Jovi - Livin' On A Prayer,Livin' On A Prayer,Bon Jovi,Slippery When Wet,Rock,Rock,0.925,0.625,Q1,Q1,match,PP,lDK9QqIzhwk,249.0,Bon Jovi - Livin' On A Prayer,2.337937457494004,0.143057110862262,780.5922122623376,104.42763330455712,65.40639132514966,39.02124197940746,0.0080001531168818,71542696,0.6279883601292733,72341708,0.6299750482127663,G,major,0.8341915607452393,-18.027359,119.84247,71.399025,24.836948,-7.694652,18.002897,33.96548,12.653734,-3.978676,10.6699705,14.296713,9.1233425,1.4067501,8.679164,8.411312,7.9380345,-3.0162852,7.488723,5.3054233,8.613116,-1.3858087,7.898154,-0.6971076,7.9364767,-4.5893197,6.9137115,2728.3755860350248,633.8989124588641
